ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010289,Archivos corruptos y no se pueden abrir.,2022-11-03 11:31:18,"archivos corruptos y no se pueden abrir.. atentamente, XY cala de networks corp."
0010167,El equipo no enciende y la pantalla tiene píxeles muertos.,2022-07-27 00:32:46,"problema: esto comenzó hace un par de horas: el equipo no enciende y la pantalla tiene píxeles muertos.. a esto se suma el inconveniente de que el equipo está infectado con un virus y el antivirus no lo detecta.. contacto: XY, data dynamics."
0010058,"Problemas con aplicaciones específicas, cierres inesperados.",2022-10-19 09:00:47,"desde XY, XY informa: problemas con aplicaciones específicas, cierres inesperados.. y para colmo, ventilador hace mucho ruido."
0010021,El equipo se apaga inesperadamente y hay fallos de gráficos.,2022-06-30 22:05:52,"esto pasa desde ayer: el equipo se apaga inesperadamente y hay fallos de gráficos.. atentamente, XY mosquera de future systems."
0010201,¿Por qué siempre me pasa esto a mí?,2022-01-28 09:59:52,"desde data dynamics, XY informa: recientemente he tenido un inconveniente: ¿por qué siempre me pasa esto a mí?"
0010093,Mensajes de error constantes y el disco duro está lleno.,2022-01-09 02:35:57,"problema: mensajes de error constantes y el disco duro está lleno.. contacto: XY, global innovations."
0010098,El equipo se apaga inesperadamente y hay fallos de gráficos.,2022-03-12 06:13:38,"problema: recientemente he tenido un inconveniente: el equipo se apaga inesperadamente y hay fallos de gráficos.. contacto: XY, future systems."
0010099,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2022-05-12 03:49:07,"reporte de code builders por parte de XY: hoy ha ocurrido lo siguiente: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?"
0010116,Rendimiento general muy bajo.,2022-03-27 07:02:05,XY (data dynamics) reporta el siguiente inconveniente: rendimiento general muy bajo.
0010045,"Problemas de seguridad, posible infección de malware.",2023-07-24 17:41:33,"recientemente he tenido un inconveniente: problemas de seguridad, posible infección de malware.. atentamente, XY mosquera de cloud services."
0010059,La cámara web no funciona y el software de videollamadas falla.,2023-08-13 18:02:32,"desde secureit, XY mosquera informa: el problema se presenta desde hace unos días: la cámara web no funciona y el software de videollamadas falla.. además, también he notado que problemas de gráficos, pantalla parpadea."
0010031,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2022-07-31 03:28:09,"desde future systems, XY informa: recientemente he tenido un inconveniente: conectividad wifi inestable, lentitud general y fallos de hardware."
0010130,Cámara web no funciona.,2023-12-14 02:58:30,"desde secureit, XY informa: cámara web no funciona."
0010224,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2022-02-06 10:52:55,"reporte de future systems por parte de XY: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. también quiero reportar que problemas de gráficos, pantalla parpadea."
0010145,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-08-30 11:27:01,reporte de future systems por parte de XY: el equipo no enciende y la pantalla tiene píxeles muertos.. a esto se suma el inconveniente de que monitor externo no detectado y no hay señal de video.
0010155,Me siento impotente ante estos fallos continuos.,2023-05-23 14:22:48,"desde cloud services, XY informa: me siento impotente ante estos fallos continuos."
0010235,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-05-01 12:01:53,soy XY de code builders y tengo el siguiente problema: he notado que desde la semana pasada: puertos usb no reconocen dispositivos y archivos corruptos.
0010244,Backup de datos fallido.,2022-11-20 22:48:28,"esto comenzó hace un par de horas: backup de datos fallido.. atentamente, XY de digital edge."
0010290,Error en la actualización de seguridad.,2022-01-24 00:22:38,"problema: error en la actualización de seguridad.. también quiero reportar que pantalla externa no detectada y errores gráficos.. contacto: XY, XY."
0010162,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2023-12-08 14:03:01,"soy XY cala de XY y tengo el siguiente problema: problemas con el rendimiento de la batería y sobrecalentamiento constante.. y para colmo, software de ofimática no se abre."
0010291,Pantalla con píxeles muertos.,2022-10-08 20:03:35,"pantalla con píxeles muertos.. atentamente, XY de networks corp."
0010000,Software no responde y el ventilador hace mucho ruido.,2022-12-12 17:49:31,"problema: esto pasa desde ayer: software no responde y el ventilador hace mucho ruido.. contacto: XY, future systems."
0010126,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-09-07 14:21:38,"soy XY de digital edge y tengo el siguiente problema: recientemente he tenido un inconveniente: estoy realmente frustrado, mi equipo no funciona desde hace días."
0010204,No puedo acceder a la red compartida.,2022-05-25 21:23:35,"desde code builders, XY mosquera informa: el problema se presenta desde hace unos días: no puedo acceder a la red compartida."
0010073,El equipo se apaga solo de forma inesperada.,2022-01-25 06:58:19,"problema: esto pasa desde ayer: el equipo se apaga solo de forma inesperada.. contacto: XY, networks corp."
0010030,"Por favor, envíen a a un técnico a mi oficina.",2022-07-20 12:56:36,"problema: hoy ha ocurrido lo siguiente: por favor, envíen a a un técnico a mi oficina.. contacto: XY, future systems."
0010177,"No enciende, posible problema de fuente de poder.",2023-06-16 09:26:26,"reporte de future systems por parte de XY: esto comenzó hace un par de horas: no enciende, posible problema de fuente de poder.. también quiero reportar que antivirus detecta amenazas y el navegador web está lento."
0010148,¿Por qué siempre me pasa esto a mí?,2022-04-01 04:02:25,"problema: ¿por qué siempre me pasa esto a mí?. y para colmo, la red local es inaccesible.. contacto: XY valderrama, secureit."
0010050,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2023-02-14 01:07:16,"problema: puertos usb inoperativos, falta de espacio y rendimiento deficiente.. contacto: XY, code builders."
0010075,"Por favor, díganme qué necesito comprar para arreglarlo.",2022-03-23 11:28:11,"reporte de cloud services por parte de XY valderrama: esto comenzó hace un par de horas: por favor, díganme qué necesito comprar para arreglarlo."
0010018,Error en la actualización de seguridad.,2022-04-15 09:24:58,"error en la actualización de seguridad.. también quiero reportar que estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. atentamente, XY de future systems."
0010290,Rendimiento general muy bajo.,2022-01-23 10:21:21,"desde secureit, XY informa: hoy ha ocurrido lo siguiente: rendimiento general muy bajo."
0010162,Problemas con la conexión Bluetooth.,2023-01-24 16:48:16,soy XY cala de networks corp y tengo el siguiente problema: problemas con la conexión bluetooth.
0010292,"Software no responde, sistema lento y fallo en disco duro.",2022-12-13 18:22:43,"reporte de code builders por parte de XY: software no responde, sistema lento y fallo en disco duro.. a esto se suma el inconveniente de que wifi intermitente, impresora no detectada y problemas de seguridad."
0010136,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-09-08 13:41:08,"el equipo se apaga inesperadamente y hay fallos de gráficos.. atentamente, XY de XY."
0010260,¿Pueden revisar si tengo algún virus?,2023-12-05 04:44:06,reporte de data dynamics por parte de XY: recientemente he tenido un inconveniente: ¿pueden revisar si tengo algún virus?
0010210,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-08-18 10:53:43,"esto comenzó hace un par de horas: el equipo se apaga inesperadamente y hay fallos de gráficos.. atentamente, XY de secureit."
0010091,Problemas de Bluetooth y se borró información.,2023-02-21 21:58:58,"esto comenzó hace un par de horas: problemas de bluetooth y se borró información.. atentamente, XY de XY."
0010293,Archivos corruptos y no se pueden abrir.,2022-09-04 08:52:33,"esto comenzó hace un par de horas: archivos corruptos y no se pueden abrir.. atentamente, XY de digital edge."
0010066,Me siento impotente ante estos fallos continuos.,2023-08-08 10:45:42,"problema: me siento impotente ante estos fallos continuos.. y para colmo, teclas pegajosas o que no responden y el touchpad salta.. contacto: XY asprilla, cloud services."
0010138,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-08-13 10:18:08,"problema: recientemente he tenido un inconveniente: copia de seguridad fallida, datos perdidos y problemas de seguridad.. contacto: XY, cloud services."
0010057,Problemas con la tarjeta de red inalámbrica.,2022-04-25 13:59:47,"hoy ha ocurrido lo siguiente: problemas con la tarjeta de red inalámbrica.. atentamente, XY de networks corp."
0010047,Acceso a red compartida denegado y problemas de correo electrónico.,2022-11-23 18:11:14,"desde future systems, XY funes informa: esto comenzó hace un par de horas: acceso a red compartida denegado y problemas de correo electrónico."
0010138,La impresora no se detecta y hay fallos de seguridad.,2023-06-11 19:31:45,"desde secureit, XY informa: hoy ha ocurrido lo siguiente: la impresora no se detecta y hay fallos de seguridad."
0010254,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2022-05-09 21:45:39,"recientemente he tenido un inconveniente: el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY de XY."
0010167,Backup de datos fallido.,2022-10-16 02:44:58,"XY (code builders) reporta el siguiente inconveniente: backup de datos fallido.. a esto se suma el inconveniente de que wifi intermitente, impresora no detectada y problemas de seguridad."
0010157,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2022-07-26 20:13:30,"XY (future systems) reporta el siguiente inconveniente: conexión a internet lenta, navegador web con fallos y mensajes emergentes."
0010169,Problemas con el sistema operativo y necesidad de reinstalación.,2023-07-23 03:42:13,XY asprilla (code builders) reporta el siguiente inconveniente: problemas con el sistema operativo y necesidad de reinstalación.
0010123,Se perdieron los drivers de audio y video.,2022-04-09 02:21:33,"problema: he notado que desde la semana pasada: se perdieron los drivers de audio y video.. contacto: XY, secureit."
0010031,Necesita actualización de hardware/software.,2022-10-12 02:59:46,XY (digital edge) reporta el siguiente inconveniente: necesita actualización de hardware/software.
0010026,"Problemas de gráficos, pantalla parpadea.",2022-09-18 12:45:41,"reporte de XY por parte de XY: problemas de gráficos, pantalla parpadea.. también quiero reportar que error de sistema, disco duro lleno y necesidad de nuevo software."
0010098,Pantalla parpadea y rendimiento general bajo.,2022-06-26 23:49:19,reporte de XY por parte de XY: recientemente he tenido un inconveniente: pantalla parpadea y rendimiento general bajo.
0010198,"Actualizaciones de software, lentitud extrema y errores de sistema.",2023-07-27 21:53:46,"reporte de digital edge por parte de XY: actualizaciones de software, lentitud extrema y errores de sistema.. también quiero reportar que ¿hay alguna forma de hacer un diagnóstico remoto?"
0010229,Estoy harto de los problemas con este software.,2022-09-06 05:21:59,reporte de XY por parte de XY funes: esto pasa desde ayer: estoy harto de los problemas con este software.
0010270,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2022-06-19 12:30:36,soy XY de global innovations y tengo el siguiente problema: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?
0010262,"No enciende, posible problema de fuente de poder.",2022-07-28 17:13:53,"desde secureit, XY informa: he notado que desde la semana pasada: no enciende, posible problema de fuente de poder."
0010124,Acceso a red compartida denegado y problemas de correo electrónico.,2022-01-02 00:12:43,"esto comenzó hace un par de horas: acceso a red compartida denegado y problemas de correo electrónico.. atentamente, XY funes de global innovations."
0010215,Es la primera vez que me pasa esto y estoy bastante molesto.,2023-06-25 20:32:48,"hoy ha ocurrido lo siguiente: es la primera vez que me pasa esto y estoy bastante molesto.. atentamente, XY de XY."
0010136,Problemas de licencias de software.,2023-06-01 08:38:09,"reporte de XY por parte de XY: esto comenzó hace un par de horas: problemas de licencias de software.. y para colmo, por favor, díganme qué necesito comprar para arreglarlo."
0010110,Batería se descarga muy rápido y el equipo se apaga.,2023-09-23 13:22:03,soy XY de cloud services y tengo el siguiente problema: batería se descarga muy rápido y el equipo se apaga.
0010231,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2023-01-05 21:17:05,"problema: hoy ha ocurrido lo siguiente: problemas con el rendimiento de la batería y sobrecalentamiento constante.. contacto: XY, cloud services."
0010030,Es la primera vez que me pasa esto y estoy bastante molesto.,2022-02-11 06:19:21,"es la primera vez que me pasa esto y estoy bastante molesto.. a esto se suma el inconveniente de que ¿por qué siempre me pasa esto a mí?. atentamente, XY de digital edge."
0010097,Software se cierra solo y errores frecuentes.,2022-03-01 06:08:54,soy XY de XY y tengo el siguiente problema: software se cierra solo y errores frecuentes.
0010043,El equipo no se conecta a internet después de una actualización.,2022-09-22 01:46:24,"problema: el equipo no se conecta a internet después de una actualización.. además, también he notado que pantalla con píxeles muertos.. contacto: josefa XY, networks corp."
0010142,"Por favor, díganme qué necesito comprar para arreglarlo.",2023-05-06 11:07:08,"desde global innovations, XY informa: esto comenzó hace un par de horas: por favor, díganme qué necesito comprar para arreglarlo.. también quiero reportar que necesito una solución rápida, esto está afectando mi productividad."
0010169,Propuesta para nueva funcionalidad en la plataforma de e-commerce.,2023-02-22 19:59:13,"problema: esto pasa desde ayer: propuesta para nueva funcionalidad en la plataforma de e-commerce.. y para colmo, problemas con el sistema operativo y necesidad de reinstalación.. contacto: XY asprilla, future systems."
0010177,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-02-14 05:49:49,"desde code builders, XY informa: el problema se presenta desde hace unos días: el equipo se apaga inesperadamente y hay fallos de gráficos.. a esto se suma el inconveniente de que mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!"
0010105,Problemas de audio y webcam no funciona.,2022-02-06 07:51:14,"hoy ha ocurrido lo siguiente: problemas de audio y webcam no funciona.. y para colmo, quiero solicitar una mejora en la interfaz de usuario del software actual.. atentamente, XY de code builders."
0010005,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-04-02 00:17:12,"desde XY, XY informa: esto comenzó hace un par de horas: necesitamos una nueva herramienta para la automatización de procesos internos.. y para colmo, problemas de seguridad, posible infección de malware."
0010086,No hay señal de video en el monitor.,2022-08-04 17:17:23,XY (future systems) reporta el siguiente inconveniente: no hay señal de video en el monitor.
0010019,Necesito una indicación como la vez anterior que se pudo resolver rápidamente.,2022-10-03 14:14:28,"necesito una indicación como la vez anterior que se pudo resolver rápidamente.. atentamente, josefa XY de data dynamics."
0010154,El equipo no se conecta a internet después de una actualización.,2023-05-04 13:36:42,"el equipo no se conecta a internet después de una actualización.. atentamente, XY mosquera de digital edge."
0010020,El equipo está infectado con un virus y el antivirus no lo detecta.,2023-12-09 04:06:23,reporte de XY por parte de josefa asprilla: esto comenzó hace un par de horas: el equipo está infectado con un virus y el antivirus no lo detecta.
0010294,El antivirus detecta amenazas pero no las elimina.,2022-05-29 20:52:28,"desde future systems, XY asprilla informa: esto pasa desde ayer: el antivirus detecta amenazas pero no las elimina."
0010008,"Problemas con aplicaciones específicas, cierres inesperados.",2023-08-09 01:14:38,"desde digital edge, XY informa: problemas con aplicaciones específicas, cierres inesperados.. y para colmo, problemas con la tarjeta de red inalámbrica."
0010253,La impresora no se detecta y hay fallos de seguridad.,2023-06-07 11:48:37,"XY funes (digital edge) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: la impresora no se detecta y hay fallos de seguridad.. además, también he notado que problemas de licencias de software."
0010199,Impresora no detectada o no imprime.,2023-10-27 16:25:40,"problema: esto pasa desde ayer: impresora no detectada o no imprime.. contacto: XY, networks corp."
0010221,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2022-05-26 17:37:22,"soy XY cala de code builders y tengo el siguiente problema: he notado que desde la semana pasada: error de sistema, disco duro lleno y necesidad de nuevo software.. también quiero reportar que solicitud de mejora: optimización de rendimiento en el módulo de reportes."
0010224,"No enciende, sin señal de video y disco duro defectuoso.",2022-06-22 04:06:20,"problema: hoy ha ocurrido lo siguiente: no enciende, sin señal de video y disco duro defectuoso.. contacto: XY, future systems."
0010114,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2022-08-22 19:38:16,"problema: recientemente he tenido un inconveniente: el ventilador hace mucho ruido y el equipo se calienta demasiado.. contacto: XY mosquera, secureit."
0010004,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2023-03-01 11:27:49,reporte de XY por parte de XY: el problema se presenta desde hace unos días: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?
0010039,Micrófono no detectado.,2023-11-10 04:47:51,"hoy ha ocurrido lo siguiente: micrófono no detectado.. además, también he notado que el equipo no arranca desde el disco principal.. atentamente, XY de global innovations."
0010210,Se perdieron los drivers de audio y video.,2023-02-04 21:50:29,reporte de secureit por parte de XY: esto comenzó hace un par de horas: se perdieron los drivers de audio y video.
0010012,El equipo no enciende y la pantalla tiene píxeles muertos.,2022-08-07 19:04:27,XY (data dynamics) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: el equipo no enciende y la pantalla tiene píxeles muertos.
0010101,No hay señal de video en el monitor.,2023-03-18 12:46:46,josefa XY (global innovations) reporta el siguiente inconveniente: esto pasa desde ayer: no hay señal de video en el monitor.
0010035,Se ha olvidado la contraseña de usuario.,2023-07-26 18:40:44,"problema: el problema se presenta desde hace unos días: se ha olvidado la contraseña de usuario.. contacto: XY funes, future systems."
0010244,"Problemas con aplicaciones específicas, cierres inesperados.",2023-09-24 21:01:38,"problemas con aplicaciones específicas, cierres inesperados.. también quiero reportar que estoy perdiendo la paciencia con este dispositivo.. atentamente, XY de digital edge."
0010244,Pantalla táctil no responde y sincronización de nube fallida.,2023-11-09 11:40:35,"desde global innovations, XY informa: pantalla táctil no responde y sincronización de nube fallida."
0010220,¿Me pueden agendar una cita para resolverlo lo antes posible?,2023-03-22 18:53:19,"problema: ¿me pueden agendar una cita para resolverlo lo antes posible?. contacto: XY, cloud services."
0010255,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-12-30 10:08:32,"desde future systems, XY informa: recientemente he tenido un inconveniente: el equipo se apaga inesperadamente y hay fallos de gráficos."
0010117,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2022-11-07 23:28:28,"XY (secureit) reporta el siguiente inconveniente: puertos usb inoperativos, falta de espacio y rendimiento deficiente.. también quiero reportar que problemas con la sincronización de archivos en la nube."
0010059,Necesito saber si esto tiene garantía.,2023-09-13 12:32:20,"he notado que desde la semana pasada: necesito saber si esto tiene garantía.. a esto se suma el inconveniente de que batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. atentamente, XY mosquera de digital edge."
0010246,El antivirus detecta amenazas pero no las elimina.,2023-08-08 20:37:53,"XY valderrama (XY) reporta el siguiente inconveniente: el antivirus detecta amenazas pero no las elimina.. además, también he notado que pantalla parpadea y rendimiento general bajo."
0010043,Problemas de licencias de software.,2023-06-26 12:38:21,reporte de secureit por parte de josefa XY: hoy ha ocurrido lo siguiente: problemas de licencias de software.. a esto se suma el inconveniente de que el equipo se apaga inesperadamente y hay fallos de gráficos.
0010138,Problemas con el sistema operativo y necesidad de reinstalación.,2022-01-06 16:34:02,"hoy ha ocurrido lo siguiente: problemas con el sistema operativo y necesidad de reinstalación.. atentamente, XY de data dynamics."
0010280,Pantalla táctil no responde y sincronización de nube fallida.,2022-03-02 06:30:25,XY (cloud services) reporta el siguiente inconveniente: esto pasa desde ayer: pantalla táctil no responde y sincronización de nube fallida.
0010015,Problemas de conectividad de red y fallos en la navegación.,2022-03-25 13:05:11,"desde cloud services, XY funes informa: problemas de conectividad de red y fallos en la navegación."
0010138,Mensajes de error constantes y el disco duro está lleno.,2023-12-17 10:22:35,"problema: mensajes de error constantes y el disco duro está lleno.. contacto: XY, networks corp."
0010120,Solicitud de nueva característica: integración con CRM.,2023-06-18 19:14:13,"reporte de global innovations por parte de XY valderrama: solicitud de nueva característica: integración con crm.. además, también he notado que problemas de licencias y antivirus ineficaz."
0010264,"Error en la BIOS/UEFI, el equipo no arranca.",2022-04-13 07:32:20,"error en la bios/uefi, el equipo no arranca.. atentamente, XY de data dynamics."
0010001,"Actualizaciones de software, lentitud extrema y errores de sistema.",2022-01-12 03:56:56,"XY (XY) reporta el siguiente inconveniente: actualizaciones de software, lentitud extrema y errores de sistema."
0010181,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-07-27 01:24:47,"reporte de data dynamics por parte de XY: copia de seguridad fallida, datos perdidos y problemas de seguridad.. además, también he notado que el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente."
0010052,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2023-01-18 01:56:22,"desde XY, XY informa: he notado que desde la semana pasada: quiero solicitar una mejora en la interfaz de usuario del software actual."
0010138,Problemas de audio y webcam no funciona.,2023-03-25 02:32:27,XY (XY) reporta el siguiente inconveniente: problemas de audio y webcam no funciona.
0010155,"Estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?",2023-09-04 06:45:10,"soy XY de code builders y tengo el siguiente problema: el problema se presenta desde hace unos días: estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?"
0010129,Touchpad o ratón se congela.,2022-03-18 06:17:36,"soy XY de code builders y tengo el siguiente problema: touchpad o ratón se congela.. y para colmo, problemas de audio y webcam no funciona."
0010295,Solicitud de nueva característica: integración con CRM.,2022-02-12 21:03:52,reporte de data dynamics por parte de XY: solicitud de nueva característica: integración con crm.
0010244,"Por favor, envíen a a un técnico a mi oficina.",2023-04-05 08:34:00,"soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: por favor, envíen a a un técnico a mi oficina."
0010225,El disco duro está lleno.,2022-05-15 23:02:41,"desde global innovations, josefa cala informa: el disco duro está lleno."
0010194,"Fallo de memoria RAM, pantallazos azules.",2023-11-21 02:10:07,"problema: fallo de memoria ram, pantallazos azules.. contacto: XY, secureit."
0010277,Error al iniciar sesión en el sistema.,2023-11-16 22:41:49,soy XY asprilla de secureit y tengo el siguiente problema: esto pasa desde ayer: error al iniciar sesión en el sistema.
0010141,El disco duro está lleno.,2023-05-23 18:46:58,XY (future systems) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: el disco duro está lleno.
0010152,Problemas de audio y webcam no funciona.,2023-09-07 13:35:42,reporte de secureit por parte de XY: el problema se presenta desde hace unos días: problemas de audio y webcam no funciona.
0010212,No puedo instalar nuevas aplicaciones.,2023-07-15 01:18:22,"problema: no puedo instalar nuevas aplicaciones.. contacto: XY, XY."
0010234,Error al iniciar sesión en el sistema.,2022-01-07 16:07:25,"problema: esto pasa desde ayer: error al iniciar sesión en el sistema.. contacto: XY, data dynamics."
0010243,Error al iniciar sesión y contraseña olvidada.,2023-12-20 02:44:39,XY (digital edge) reporta el siguiente inconveniente: he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.
0010291,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-10-15 18:56:22,"reporte de cloud services por parte de XY: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. a esto se suma el inconveniente de que solicitud de nueva característica: integración con crm."
0010089,"No enciende, sin señal de video y disco duro defectuoso.",2023-02-28 04:44:29,"no enciende, sin señal de video y disco duro defectuoso.. atentamente, XY cala de XY."
0010038,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2023-08-09 20:02:31,reporte de secureit por parte de XY: recientemente he tenido un inconveniente: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?
0010274,Problemas con el software de correo electrónico.,2022-10-25 19:22:29,"esto comenzó hace un par de horas: problemas con el software de correo electrónico.. atentamente, XY de XY."
0010113,Problemas con la sincronización de archivos en la nube.,2023-04-11 12:48:24,reporte de data dynamics por parte de XY: problemas con la sincronización de archivos en la nube.
0010078,Teclas del teclado no responden.,2023-10-08 12:07:30,XY (future systems) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: teclas del teclado no responden.
0010081,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-04-02 12:05:07,"XY cala (digital edge) reporta el siguiente inconveniente: necesitamos una nueva herramienta para la automatización de procesos internos.. y para colmo, no puedo instalar nuevas aplicaciones."
0010225,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2023-09-04 16:08:17,"reporte de data dynamics por parte de josefa cala: esto pasa desde ayer: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente."
0010020,La cámara web no funciona y el software de videollamadas falla.,2023-05-25 23:31:52,"soy josefa asprilla de XY y tengo el siguiente problema: esto pasa desde ayer: la cámara web no funciona y el software de videollamadas falla.. también quiero reportar que fallo de memoria ram, pantallazos azules."
0010104,No se puede abrir ningún programa y el sistema está congelado.,2022-07-31 02:45:09,soy XY de data dynamics y tengo el siguiente problema: no se puede abrir ningún programa y el sistema está congelado.
0010055,Fallo en el disco duro y problemas con el sistema operativo.,2022-02-04 00:33:20,"problema: el problema se presenta desde hace unos días: fallo en el disco duro y problemas con el sistema operativo.. contacto: XY, cloud services."
0010092,Error al iniciar sesión en el sistema.,2022-12-14 04:00:40,"esto pasa desde ayer: error al iniciar sesión en el sistema.. atentamente, XY de XY."
0010286,Rendimiento general muy bajo.,2023-02-28 00:21:39,reporte de networks corp por parte de XY: esto pasa desde ayer: rendimiento general muy bajo.
0010247,El equipo no arranca desde el disco principal.,2023-09-12 02:56:09,"esto comenzó hace un par de horas: el equipo no arranca desde el disco principal.. atentamente, XY de data dynamics."
0010122,La webcam no enciende y el micrófono tiene estática.,2023-07-06 15:32:14,"la webcam no enciende y el micrófono tiene estática.. a esto se suma el inconveniente de que backup de datos fallido.. atentamente, XY de future systems."
0010192,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2023-03-14 16:09:14,"el problema se presenta desde hace unos días: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. además, también he notado que el equipo no arranca desde el disco principal.. atentamente, XY de code builders."
0010100,Solicitud de nueva característica: integración con CRM.,2022-03-24 16:06:41,XY (code builders) reporta el siguiente inconveniente: solicitud de nueva característica: integración con crm.
0010150,El equipo no arranca desde el disco principal.,2023-06-16 19:48:51,"problema: el equipo no arranca desde el disco principal.. a esto se suma el inconveniente de que problemas con el reconocimiento de huella dactilar.. contacto: XY, XY."
0010000,¿Pueden guiarme paso a paso para solucionarlo?,2022-05-11 13:13:49,reporte de networks corp por parte de XY: el problema se presenta desde hace unos días: ¿pueden guiarme paso a paso para solucionarlo?
0010226,No puedo acceder a la red compartida.,2022-11-19 09:18:47,soy XY valderrama de digital edge y tengo el siguiente problema: he notado que desde la semana pasada: no puedo acceder a la red compartida.
0010055,"Problemas de seguridad, software no responde y reinicios aleatorios.",2023-07-25 05:35:01,"desde networks corp, XY informa: he notado que desde la semana pasada: problemas de seguridad, software no responde y reinicios aleatorios."
0010002,"Actualizaciones de software, lentitud extrema y errores de sistema.",2023-06-08 15:10:00,"soy XY de future systems y tengo el siguiente problema: recientemente he tenido un inconveniente: actualizaciones de software, lentitud extrema y errores de sistema."
0010015,Software se cierra solo y errores frecuentes.,2022-05-12 17:34:31,XY funes (secureit) reporta el siguiente inconveniente: he notado que desde la semana pasada: software se cierra solo y errores frecuentes.
0010167,Problemas con el software de correo electrónico.,2022-03-15 21:53:52,soy XY de digital edge y tengo el siguiente problema: problemas con el software de correo electrónico.. a esto se suma el inconveniente de que estoy harto de los problemas con este software.
0010193,Problemas con la sincronización de archivos en la nube.,2023-11-02 01:30:53,"desde digital edge, XY cala informa: esto comenzó hace un par de horas: problemas con la sincronización de archivos en la nube.. además, también he notado que el sistema se reinicia constantemente."
0010257,Problemas de audio y webcam no funciona.,2022-10-21 11:09:37,"reporte de cloud services por parte de XY: esto pasa desde ayer: problemas de audio y webcam no funciona.. además, también he notado que no puedo instalar nuevas aplicaciones."
0010006,Estoy muy preocupado por la pérdida de mis datos.,2023-12-01 11:14:14,"hoy ha ocurrido lo siguiente: estoy muy preocupado por la pérdida de mis datos.. además, también he notado que ¿por qué siempre me pasa esto a mí?. atentamente, josefa XY de networks corp."
0010296,Problemas de licencias de software.,2022-01-30 02:01:48,"problema: problemas de licencias de software.. contacto: XY, XY."
0010034,Equipo se reinicia y monitor externo no detectado.,2023-12-30 17:44:22,"desde cloud services, XY informa: recientemente he tenido un inconveniente: equipo se reinicia y monitor externo no detectado."
0010011,¿Pueden guiarme paso a paso para solucionarlo?,2023-12-29 04:07:23,"he notado que desde la semana pasada: ¿pueden guiarme paso a paso para solucionarlo?. atentamente, XY de digital edge."
