ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10251,"Es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",2023-01-17 18:55:11,"reporte de cloud services por parte de XY: es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",Mantenimiento Correctivo
10159,Software no responde y el ventilador hace mucho ruido.,2023-08-24 07:30:38,"desde global innovations, XY informa: hoy ha ocurrido lo siguiente: software no responde y el ventilador hace mucho ruido.",Mantenimiento Correctivo
10005,Puerto USB no reconoce dispositivos.,2023-09-07 09:35:53,reporte de XY por parte de XY: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10045,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2023-03-23 13:08:12,"batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. atentamente, XY mosquera de secureit.",Mantenimiento Correctivo
10173,Se ha olvidado la contraseña de usuario.,2023-03-18 14:16:39,"problema: recientemente he tenido un inconveniente: se ha olvidado la contraseña de usuario.. y para colmo, impresora no detectada o no imprime.. contacto: XY, code builders.",Mantenimiento Correctivo
10089,Se ha olvidado la contraseña de usuario.,2022-06-01 21:30:25,"problema: se ha olvidado la contraseña de usuario.. contacto: XY cala, cloud services.",Mantenimiento Correctivo
10039,"Fallo de memoria RAM, pantallazos azules.",2022-10-10 03:31:58,"soy XY de global innovations y tengo el siguiente problema: fallo de memoria ram, pantallazos azules.",Mantenimiento Correctivo
10232,No se puede abrir ningún programa y el sistema está congelado.,2022-12-31 19:21:56,reporte de networks corp por parte de XY: hoy ha ocurrido lo siguiente: no se puede abrir ningún programa y el sistema está congelado.,Mantenimiento Correctivo
10083,Pantalla externa no detectada y errores gráficos.,2022-08-08 06:23:50,"desde data dynamics, XY informa: pantalla externa no detectada y errores gráficos.",Mantenimiento Correctivo
10010,Cámara web no funciona.,2022-11-05 23:37:05,"recientemente he tenido un inconveniente: cámara web no funciona.. atentamente, XY de secureit.",Mantenimiento Correctivo
10195,Cámara web no funciona.,2022-12-04 21:30:35,reporte de secureit por parte de XY valderrama: esto pasa desde ayer: cámara web no funciona.,Mantenimiento Correctivo
10024,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2023-09-23 21:15:55,"hoy ha ocurrido lo siguiente: quiero solicitar una mejora en la interfaz de usuario del software actual.. también quiero reportar que la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?. atentamente, XY de global innovations.",Mantenimiento Evolutivo
10079,Propuesta para nueva funcionalidad en la plataforma de e-commerce.,2023-07-14 11:41:43,XY (XY) reporta el siguiente inconveniente: propuesta para nueva funcionalidad en la plataforma de e-commerce.,Mantenimiento Evolutivo
10181,El equipo no se conecta a internet después de una actualización.,2022-03-22 02:06:23,XY (XY) reporta el siguiente inconveniente: el equipo no se conecta a internet después de una actualización.,Mantenimiento Correctivo
10012,El equipo no responde y la pantalla está en negro.,2023-12-04 21:46:15,soy XY de XY y tengo el siguiente problema: esto pasa desde ayer: el equipo no responde y la pantalla está en negro.,Mantenimiento Correctivo
10272,¿Hay alguna forma de hacer un diagnóstico remoto?,2023-11-17 07:34:35,"desde secureit, XY mosquera informa: hoy ha ocurrido lo siguiente: ¿hay alguna forma de hacer un diagnóstico remoto?",Mantenimiento Correctivo
10025,Error al iniciar sesión en el sistema.,2023-06-17 03:48:48,"problema: recientemente he tenido un inconveniente: error al iniciar sesión en el sistema.. a esto se suma el inconveniente de que error de sistema, disco duro lleno y necesidad de nuevo software.. contacto: XY valderrama, data dynamics.",Mantenimiento Correctivo
10029,Monitor externo no detectado y no hay señal de video.,2022-08-27 09:32:44,"XY funes (secureit) reporta el siguiente inconveniente: monitor externo no detectado y no hay señal de video.. además, también he notado que impresora no imprime y problemas de conectividad wifi.",Mantenimiento Correctivo
10242,El equipo no responde y la pantalla está en negro.,2022-01-31 08:29:41,reporte de cloud services por parte de XY: he notado que desde la semana pasada: el equipo no responde y la pantalla está en negro.. a esto se suma el inconveniente de que la cámara web no funciona y el software de videollamadas falla.,Mantenimiento Correctivo
10012,Software se cierra solo y errores frecuentes.,2022-12-02 16:05:43,"desde code builders, XY informa: he notado que desde la semana pasada: software se cierra solo y errores frecuentes.",Mantenimiento Correctivo
10229,Solicitud de mejora: optimización de rendimiento en el módulo de reportes.,2022-04-01 09:59:16,"desde cloud services, XY funes informa: he notado que desde la semana pasada: solicitud de mejora: optimización de rendimiento en el módulo de reportes.",Mantenimiento Evolutivo
10179,"No enciende, sin señal de video y disco duro defectuoso.",2023-02-18 09:41:09,"problema: el problema se presenta desde hace unos días: no enciende, sin señal de video y disco duro defectuoso.. contacto: josefa XY, XY.",Mantenimiento Correctivo
10133,Se perdieron los drivers de audio y video.,2023-07-23 18:51:24,"se perdieron los drivers de audio y video.. atentamente, XY de XY.",Mantenimiento Correctivo
10040,Teclas pegajosas o que no responden y el touchpad salta.,2022-05-05 21:34:11,"teclas pegajosas o que no responden y el touchpad salta.. atentamente, XY mosquera de secureit.",Mantenimiento Correctivo
10240,Impresora no imprime y problemas de conectividad WiFi.,2022-02-23 07:29:13,soy XY mosquera de data dynamics y tengo el siguiente problema: recientemente he tenido un inconveniente: impresora no imprime y problemas de conectividad wifi.,Mantenimiento Correctivo
10292,Cámara web no funciona.,2022-07-28 16:26:31,"cámara web no funciona.. atentamente, XY de digital edge.",Mantenimiento Correctivo
10226,Necesito saber si esto tiene garantía.,2023-08-22 12:43:51,reporte de networks corp por parte de XY valderrama: el problema se presenta desde hace unos días: necesito saber si esto tiene garantía.,Mantenimiento Correctivo
10196,El equipo no se conecta a internet después de una actualización.,2023-07-30 21:00:03,"problema: el equipo no se conecta a internet después de una actualización.. contacto: XY funes, secureit.",Mantenimiento Correctivo
10282,Problemas con la tarjeta de red inalámbrica.,2023-10-30 13:16:40,"problema: problemas con la tarjeta de red inalámbrica.. contacto: XY, global innovations.",Mantenimiento Correctivo
10122,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-09-19 13:22:12,"esto pasa desde ayer: puertos usb no reconocen dispositivos y archivos corruptos.. atentamente, XY de future systems.",Mantenimiento Correctivo
10122,Puerto USB no reconoce dispositivos.,2023-03-18 14:16:29,XY (data dynamics) reporta el siguiente inconveniente: esto pasa desde ayer: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10164,Monitor externo no detectado y no hay señal de video.,2023-06-25 11:42:42,XY (data dynamics) reporta el siguiente inconveniente: esto comenzó hace un par de horas: monitor externo no detectado y no hay señal de video.,Mantenimiento Correctivo
10117,Touchpad o ratón se congela.,2022-11-24 01:34:05,XY (secureit) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: touchpad o ratón se congela.,Mantenimiento Correctivo
10192,Solicitud de nueva característica: integración con CRM.,2023-12-29 06:11:54,"problema: he notado que desde la semana pasada: solicitud de nueva característica: integración con crm.. contacto: XY, data dynamics.",Mantenimiento Evolutivo
10095,El sistema se reinicia constantemente.,2023-06-02 19:04:47,"desde XY, XY mosquera informa: recientemente he tenido un inconveniente: el sistema se reinicia constantemente.. además, también he notado que fallo crítico del sistema y pérdida de datos recientes.",Mantenimiento Correctivo
10005,El equipo no arranca desde el disco principal.,2023-04-16 20:49:53,reporte de XY por parte de XY: esto pasa desde ayer: el equipo no arranca desde el disco principal.,Mantenimiento Correctivo
10045,"Software no responde, se congela frecuentemente.",2022-07-04 11:39:39,"desde secureit, XY mosquera informa: hoy ha ocurrido lo siguiente: software no responde, se congela frecuentemente.",Mantenimiento Correctivo
10143,Software no responde y el ventilador hace mucho ruido.,2022-11-16 00:40:30,"recientemente he tenido un inconveniente: software no responde y el ventilador hace mucho ruido.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10285,Batería no carga correctamente.,2022-05-24 03:25:35,soy XY de global innovations y tengo el siguiente problema: esto pasa desde ayer: batería no carga correctamente.,Mantenimiento Correctivo
10299,"Esto es inaceptable, mi trabajo depende de esto.",2022-09-09 02:39:08,"reporte de networks corp por parte de XY: he notado que desde la semana pasada: esto es inaceptable, mi trabajo depende de esto.. además, también he notado que se ha olvidado la contraseña de usuario.",Mantenimiento Correctivo
10299,Se ha borrado información accidentalmente.,2022-06-29 07:12:25,"he notado que desde la semana pasada: se ha borrado información accidentalmente.. atentamente, XY de future systems.",Mantenimiento Correctivo
10079,"Quiero hablar con un supervisor, esto no puede seguir así.",2022-06-03 13:29:08,"reporte de networks corp por parte de XY: hoy ha ocurrido lo siguiente: quiero hablar con un supervisor, esto no puede seguir así.. a esto se suma el inconveniente de que problemas de seguridad, software no responde y reinicios aleatorios.",Mantenimiento Correctivo
10109,Me siento impotente ante estos fallos continuos.,2022-01-08 11:57:47,"me siento impotente ante estos fallos continuos.. además, también he notado que batería agotada rápidamente, sobrecalentamiento y fallos de energía.. atentamente, XY de secureit.",Mantenimiento Correctivo
10200,El disco duro emite ruidos extraños y hay lentitud general.,2022-03-14 05:05:44,"el problema se presenta desde hace unos días: el disco duro emite ruidos extraños y hay lentitud general.. atentamente, XY asprilla de code builders.",Mantenimiento Correctivo
10273,Fallo en el disco duro y problemas con el sistema operativo.,2022-07-12 18:51:14,reporte de secureit por parte de XY: fallo en el disco duro y problemas con el sistema operativo.,Mantenimiento Correctivo
10102,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2023-03-05 10:30:52,"recientemente he tenido un inconveniente: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10278,Problemas con la sincronización de archivos en la nube.,2022-02-02 04:17:11,soy XY funes de XY y tengo el siguiente problema: esto pasa desde ayer: problemas con la sincronización de archivos en la nube.,Mantenimiento Correctivo
10043,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2022-12-05 23:07:36,"desde secureit, josefa XY informa: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",Mantenimiento Correctivo
10248,Archivos corruptos y no se pueden abrir.,2022-11-27 22:19:34,"archivos corruptos y no se pueden abrir.. atentamente, XY de XY.",Mantenimiento Correctivo
10205,"Problemas con el audio, no se escucha nada.",2022-09-11 07:26:12,"desde networks corp, XY informa: problemas con el audio, no se escucha nada.. a esto se suma el inconveniente de que la red local es inaccesible.",Mantenimiento Correctivo
10102,"Fallo de memoria RAM, pantallazos azules.",2023-07-08 09:07:25,"XY (networks corp) reporta el siguiente inconveniente: fallo de memoria ram, pantallazos azules.. además, también he notado que cámara web no funciona.",Mantenimiento Correctivo
10032,"Problemas de seguridad, posible infección de malware.",2022-10-04 14:03:07,"desde code builders, XY informa: problemas de seguridad, posible infección de malware.. además, también he notado que estoy muy preocupado por la pérdida de mis datos.",Mantenimiento Correctivo
10016,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-08-06 20:52:36,"soy XY de XY y tengo el siguiente problema: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",Mantenimiento Correctivo
10155,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2022-02-07 11:38:06,"reporte de code builders por parte de XY: recientemente he tenido un inconveniente: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.. también quiero reportar que se perdieron los drivers de audio y video.",Mantenimiento Correctivo
10137,Impresora no detectada o no imprime.,2023-01-07 18:05:49,"desde XY, XY informa: impresora no detectada o no imprime.. a esto se suma el inconveniente de que micrófono no detectado.",Mantenimiento Correctivo
10020,Conexión a red cableada falla.,2022-10-22 20:31:01,"problema: hoy ha ocurrido lo siguiente: conexión a red cableada falla.. contacto: josefa asprilla, future systems.",Mantenimiento Correctivo
10218,El equipo está infectado con un virus y el antivirus no lo detecta.,2022-12-30 04:47:21,reporte de cloud services por parte de XY: esto comenzó hace un par de horas: el equipo está infectado con un virus y el antivirus no lo detecta.,Mantenimiento Correctivo
10264,¿Hay alguna forma de hacer un diagnóstico remoto?,2022-01-07 18:16:25,reporte de code builders por parte de XY: ¿hay alguna forma de hacer un diagnóstico remoto?,Mantenimiento Correctivo
10001,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2023-04-06 03:37:42,"soy XY de code builders y tengo el siguiente problema: esto comenzó hace un par de horas: conectividad wifi inestable, lentitud general y fallos de hardware.",Mantenimiento Correctivo
10173,El equipo está infectado con un virus y el antivirus no lo detecta.,2022-05-05 17:27:32,"el equipo está infectado con un virus y el antivirus no lo detecta.. atentamente, XY de XY.",Mantenimiento Correctivo
10145,Problemas de audio y webcam no funciona.,2023-08-27 08:54:36,"esto pasa desde ayer: problemas de audio y webcam no funciona.. atentamente, XY de XY.",Mantenimiento Correctivo
10028,"Necesito una solución rápida, esto está afectando mi productividad.",2023-12-08 12:42:10,"problema: hoy ha ocurrido lo siguiente: necesito una solución rápida, esto está afectando mi productividad.. contacto: XY asprilla, global innovations.",Mantenimiento Correctivo
10249,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-03-28 08:42:37,"he notado que desde la semana pasada: estoy realmente frustrado, mi equipo no funciona desde hace días.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10208,Problemas con la tarjeta de red inalámbrica.,2023-10-26 20:49:47,"problema: problemas con la tarjeta de red inalámbrica.. a esto se suma el inconveniente de que solicitud de nueva característica: integración con crm.. contacto: XY, secureit.",Mantenimiento Correctivo
10006,¿Me pueden agendar una cita para resolverlo lo antes posible?,2023-01-06 12:44:51,josefa XY (secureit) reporta el siguiente inconveniente: esto comenzó hace un par de horas: ¿me pueden agendar una cita para resolverlo lo antes posible?,Mantenimiento Correctivo
10154,Necesita actualización de hardware/software.,2023-02-15 07:54:59,reporte de data dynamics por parte de XY mosquera: esto pasa desde ayer: necesita actualización de hardware/software.,Mantenimiento Correctivo
10299,Problemas con la conexión Bluetooth.,2023-03-11 14:47:17,"esto pasa desde ayer: problemas con la conexión bluetooth.. atentamente, XY de digital edge.",Mantenimiento Correctivo
10096,"Problemas con aplicaciones específicas, cierres inesperados.",2023-05-24 08:32:28,"desde code builders, XY informa: recientemente he tenido un inconveniente: problemas con aplicaciones específicas, cierres inesperados.. también quiero reportar que el equipo se apaga solo de forma inesperada.",Mantenimiento Correctivo
10188,Pantalla parpadea y rendimiento general bajo.,2023-11-26 10:41:35,"desde code builders, XY informa: recientemente he tenido un inconveniente: pantalla parpadea y rendimiento general bajo.",Mantenimiento Correctivo
10283,El equipo no se conecta a internet después de una actualización.,2022-07-01 11:09:49,"recientemente he tenido un inconveniente: el equipo no se conecta a internet después de una actualización.. atentamente, XY de digital edge.",Mantenimiento Correctivo
10151,Puerto USB no reconoce dispositivos.,2023-10-18 18:07:09,"problema: puerto usb no reconoce dispositivos.. contacto: XY, XY.",Mantenimiento Correctivo
10108,Rendimiento general muy bajo.,2023-01-14 07:43:02,soy josefa XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: rendimiento general muy bajo.,Mantenimiento Correctivo
10266,¿Por qué siempre me pasa esto a mí?,2023-06-28 04:32:51,"problema: esto pasa desde ayer: ¿por qué siempre me pasa esto a mí?. contacto: XY, future systems.",Mantenimiento Correctivo
10285,"Impresora offline, problemas de conectividad y archivos corruptos.",2023-09-05 21:17:49,"soy XY de future systems y tengo el siguiente problema: impresora offline, problemas de conectividad y archivos corruptos.. además, también he notado que el navegador web funciona muy lento.",Mantenimiento Correctivo
10093,No hay señal de video en el monitor.,2023-01-13 03:28:14,"desde code builders, XY informa: recientemente he tenido un inconveniente: no hay señal de video en el monitor.. a esto se suma el inconveniente de que el teclado y el ratón no funcionan después de una actualización.",Mantenimiento Correctivo
10055,Problemas de audio y webcam no funciona.,2022-12-10 00:50:15,"problema: esto comenzó hace un par de horas: problemas de audio y webcam no funciona.. contacto: XY, data dynamics.",Mantenimiento Correctivo
10015,Micrófono no detectado.,2023-05-10 18:05:29,"problema: he notado que desde la semana pasada: micrófono no detectado.. contacto: XY funes, networks corp.",Mantenimiento Correctivo
10283,Problemas de licencias y antivirus ineficaz.,2022-09-11 16:59:44,reporte de global innovations por parte de XY: esto comenzó hace un par de horas: problemas de licencias y antivirus ineficaz.,Mantenimiento Correctivo
10176,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-09-26 08:32:02,"recientemente he tenido un inconveniente: copia de seguridad fallida, datos perdidos y problemas de seguridad.. y para colmo, esto es inaceptable, mi trabajo depende de esto.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10193,El equipo no se conecta a internet después de una actualización.,2023-09-19 08:12:12,soy XY cala de XY y tengo el siguiente problema: el problema se presenta desde hace unos días: el equipo no se conecta a internet después de una actualización.,Mantenimiento Correctivo
10213,"Esto es inaceptable, mi trabajo depende de esto.",2022-11-19 10:01:25,"XY (digital edge) reporta el siguiente inconveniente: esto es inaceptable, mi trabajo depende de esto.",Mantenimiento Correctivo
10032,"WiFi intermitente, impresora no detectada y problemas de seguridad.",2022-05-30 15:49:47,"reporte de XY por parte de XY: esto pasa desde ayer: wifi intermitente, impresora no detectada y problemas de seguridad.. además, también he notado que archivos corruptos y no se pueden abrir.",Mantenimiento Correctivo
10093,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2022-03-14 16:34:56,"XY (XY) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: conexión a internet lenta, navegador web con fallos y mensajes emergentes.. además, también he notado que problemas de conectividad wifi intermitente.",Mantenimiento Correctivo
10143,Teclas del teclado no responden y el touchpad se congela.,2022-04-02 10:45:31,"el problema se presenta desde hace unos días: teclas del teclado no responden y el touchpad se congela.. además, también he notado que acceso a red compartida denegado y problemas de correo electrónico.. atentamente, XY de future systems.",Mantenimiento Correctivo
10034,"Fallo de memoria RAM, pantallazos azules.",2022-06-15 12:11:19,"desde cloud services, XY informa: esto comenzó hace un par de horas: fallo de memoria ram, pantallazos azules.. a esto se suma el inconveniente de que la cámara web no funciona y el software de videollamadas falla.",Mantenimiento Correctivo
10016,Necesidad de instalar nuevo software.,2022-12-16 22:16:50,soy XY de cloud services y tengo el siguiente problema: hoy ha ocurrido lo siguiente: necesidad de instalar nuevo software.,Mantenimiento Correctivo
10115,Monitor externo no detectado y no hay señal de video.,2023-04-01 07:42:18,"esto pasa desde ayer: monitor externo no detectado y no hay señal de video.. atentamente, josefa XY de data dynamics.",Mantenimiento Correctivo
10296,Puerto USB no reconoce dispositivos.,2022-09-23 15:43:03,reporte de secureit por parte de XY: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10262,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2023-02-05 06:21:08,"esto pasa desde ayer: desarrollo de una nueva aplicación: sistema de gestión de inventario.. a esto se suma el inconveniente de que propuesta para nueva funcionalidad en la plataforma de e-commerce.. atentamente, XY de XY.",Mantenimiento Evolutivo
10149,Se ha borrado información accidentalmente.,2023-02-13 02:24:32,reporte de global innovations por parte de XY: hoy ha ocurrido lo siguiente: se ha borrado información accidentalmente.. también quiero reportar que la webcam no enciende y el micrófono tiene estática.,Mantenimiento Correctivo
10287,Actualizaciones del sistema operativo pendientes o fallidas.,2022-07-21 13:25:23,"desde secureit, XY informa: el problema se presenta desde hace unos días: actualizaciones del sistema operativo pendientes o fallidas.. y para colmo, la batería se descarga muy rápido y el equipo se sobrecalienta.",Mantenimiento Correctivo
10248,Archivos corruptos y no se pueden abrir.,2023-07-20 03:28:41,reporte de digital edge por parte de XY: he notado que desde la semana pasada: archivos corruptos y no se pueden abrir.,Mantenimiento Correctivo
10164,El navegador web funciona muy lento.,2022-11-08 18:11:10,"desde code builders, XY informa: esto comenzó hace un par de horas: el navegador web funciona muy lento.",Mantenimiento Correctivo
10059,Monitor externo no detectado.,2022-04-26 09:07:18,XY mosquera (global innovations) reporta el siguiente inconveniente: monitor externo no detectado.. a esto se suma el inconveniente de que necesitamos una nueva herramienta para la automatización de procesos internos.,Mantenimiento Correctivo
10181,"Problemas con aplicaciones específicas, cierres inesperados.",2023-08-19 06:37:07,"XY (future systems) reporta el siguiente inconveniente: problemas con aplicaciones específicas, cierres inesperados.",Mantenimiento Correctivo
10157,Se ha olvidado la contraseña de usuario.,2022-02-01 03:28:19,"desde secureit, XY informa: esto pasa desde ayer: se ha olvidado la contraseña de usuario.",Mantenimiento Correctivo
10123,¿Pueden guiarme paso a paso para solucionarlo?,2023-09-26 16:32:33,"problema: ¿pueden guiarme paso a paso para solucionarlo?. contacto: XY, XY.",Mantenimiento Correctivo
10225,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2022-07-11 19:07:15,"problema: esto comenzó hace un par de horas: error de sistema, disco duro lleno y necesidad de nuevo software.. contacto: josefa cala, networks corp.",Mantenimiento Correctivo
10085,Monitor externo no detectado.,2023-12-12 20:36:07,reporte de networks corp por parte de josefa funes: monitor externo no detectado.,Mantenimiento Correctivo
10007,"Problemas de gráficos, pantalla parpadea.",2022-07-15 01:33:20,"esto pasa desde ayer: problemas de gráficos, pantalla parpadea.. atentamente, XY de data dynamics.",Mantenimiento Correctivo
10084,El equipo no responde y la pantalla está en negro.,2022-08-30 09:11:34,soy XY de global innovations y tengo el siguiente problema: el equipo no responde y la pantalla está en negro.,Mantenimiento Correctivo
10297,Error al iniciar sesión y contraseña olvidada.,2023-10-07 07:49:10,"he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.. atentamente, XY de data dynamics.",Mantenimiento Correctivo
10248,Error al iniciar sesión y contraseña olvidada.,2023-04-04 15:24:01,"recientemente he tenido un inconveniente: error al iniciar sesión y contraseña olvidada.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10161,El teclado y el ratón no funcionan después de una actualización.,2023-11-08 18:48:34,"desde XY, XY informa: el teclado y el ratón no funcionan después de una actualización.",Mantenimiento Correctivo
10010,Problemas de licencias y antivirus ineficaz.,2023-05-14 04:04:02,"problema: recientemente he tenido un inconveniente: problemas de licencias y antivirus ineficaz.. contacto: XY, secureit.",Mantenimiento Correctivo
10251,Cámara web no funciona.,2022-03-16 00:44:43,reporte de data dynamics por parte de XY: hoy ha ocurrido lo siguiente: cámara web no funciona.,Mantenimiento Correctivo
10186,Software de ofimática no se abre.,2022-03-08 13:47:51,reporte de cloud services por parte de XY: hoy ha ocurrido lo siguiente: software de ofimática no se abre.,Mantenimiento Correctivo
10272,Software se cierra solo y errores frecuentes.,2022-08-28 18:35:20,"desde data dynamics, XY mosquera informa: software se cierra solo y errores frecuentes.",Mantenimiento Correctivo
10074,Monitor externo no detectado.,2023-10-26 06:42:40,"problema: monitor externo no detectado.. y para colmo, quiero hablar con un supervisor, esto no puede seguir así.. contacto: XY, digital edge.",Mantenimiento Correctivo
10196,El disco duro emite ruidos extraños y hay lentitud general.,2022-02-10 08:11:41,"desde digital edge, XY funes informa: he notado que desde la semana pasada: el disco duro emite ruidos extraños y hay lentitud general.",Mantenimiento Correctivo
10022,El equipo se apaga inesperadamente y hay fallos de gráficos.,2022-08-29 02:52:05,XY (code builders) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: el equipo se apaga inesperadamente y hay fallos de gráficos.,Mantenimiento Correctivo
10276,Problemas con el software de correo electrónico.,2023-12-26 14:46:03,reporte de XY por parte de XY mosquera: problemas con el software de correo electrónico.,Mantenimiento Correctivo
10129,Problemas de conectividad WiFi intermitente.,2022-10-17 21:36:39,XY (code builders) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: problemas de conectividad wifi intermitente.. a esto se suma el inconveniente de que la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?,Mantenimiento Correctivo
10179,Se perdieron los drivers de audio y video.,2022-03-14 07:34:59,soy josefa XY de networks corp y tengo el siguiente problema: esto comenzó hace un par de horas: se perdieron los drivers de audio y video.,Mantenimiento Correctivo
10117,Conexión a red cableada falla.,2022-10-14 23:22:17,XY (XY) reporta el siguiente inconveniente: conexión a red cableada falla.,Mantenimiento Correctivo
10024,"No enciende, sin señal de video y disco duro defectuoso.",2023-12-26 01:47:20,"soy XY de networks corp y tengo el siguiente problema: hoy ha ocurrido lo siguiente: no enciende, sin señal de video y disco duro defectuoso.",Mantenimiento Correctivo
10078,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2023-12-22 03:01:38,"esto comenzó hace un par de horas: quiero solicitar una mejora en la interfaz de usuario del software actual.. atentamente, XY de cloud services.",Mantenimiento Evolutivo
10110,La webcam no enciende y el micrófono tiene estática.,2022-08-23 12:48:22,"problema: la webcam no enciende y el micrófono tiene estática.. contacto: XY, cloud services.",Mantenimiento Correctivo
10117,Error al iniciar sesión en el sistema.,2022-05-25 07:16:08,soy XY de XY y tengo el siguiente problema: he notado que desde la semana pasada: error al iniciar sesión en el sistema.,Mantenimiento Correctivo
10110,Batería no carga correctamente.,2023-07-13 03:08:33,"desde digital edge, XY informa: batería no carga correctamente.. y para colmo, problemas con la conexión bluetooth.",Mantenimiento Correctivo
10047,Solicitud de mejora: optimización de rendimiento en el módulo de reportes.,2023-11-22 14:47:43,reporte de global innovations por parte de XY funes: solicitud de mejora: optimización de rendimiento en el módulo de reportes.,Mantenimiento Evolutivo
10055,Necesidad de instalar nuevo software.,2022-09-08 15:57:52,"problema: el problema se presenta desde hace unos días: necesidad de instalar nuevo software.. contacto: XY, global innovations.",Mantenimiento Correctivo
10266,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-05-31 12:10:15,XY (global innovations) reporta el siguiente inconveniente: esto pasa desde ayer: el equipo no enciende y la pantalla tiene píxeles muertos.,Mantenimiento Correctivo
10262,Problemas de Bluetooth y se borró información.,2022-01-20 07:45:26,"XY (networks corp) reporta el siguiente inconveniente: problemas de bluetooth y se borró información.. además, también he notado que mensajes de error constantes y el disco duro está lleno.",Mantenimiento Correctivo
10060,Ventilador hace mucho ruido.,2022-03-11 16:09:19,soy XY asprilla de networks corp y tengo el siguiente problema: ventilador hace mucho ruido.,Mantenimiento Correctivo
10149,Rendimiento general muy bajo.,2022-03-06 13:40:35,"problema: hoy ha ocurrido lo siguiente: rendimiento general muy bajo.. contacto: XY, XY.",Mantenimiento Correctivo
10294,La batería se descarga muy rápido y el equipo se sobrecalienta.,2022-08-03 21:08:01,"esto pasa desde ayer: la batería se descarga muy rápido y el equipo se sobrecalienta.. también quiero reportar que desarrollo de una nueva aplicación: sistema de gestión de inventario.. atentamente, XY asprilla de code builders.",Mantenimiento Correctivo
10192,"Por favor, envíen a a un técnico a mi oficina.",2022-02-14 13:23:04,"esto comenzó hace un par de horas: por favor, envíen a a un técnico a mi oficina.. y para colmo, acceso a red compartida denegado y problemas de correo electrónico.. atentamente, XY de cloud services.",Mantenimiento Correctivo
10182,Problemas de conectividad WiFi intermitente.,2022-12-11 11:21:47,"soy XY de cloud services y tengo el siguiente problema: esto comenzó hace un par de horas: problemas de conectividad wifi intermitente.. además, también he notado que fallo en el disco duro y problemas con el sistema operativo.",Mantenimiento Correctivo
10252,"Problemas con el audio, no se escucha nada.",2023-12-03 21:08:43,"soy XY mosquera de cloud services y tengo el siguiente problema: problemas con el audio, no se escucha nada.",Mantenimiento Correctivo
10022,Estoy muy preocupado por la pérdida de mis datos.,2023-12-29 16:51:48,"esto pasa desde ayer: estoy muy preocupado por la pérdida de mis datos.. atentamente, XY de secureit.",Mantenimiento Correctivo
10294,Pantalla externa no detectada y errores gráficos.,2022-08-11 16:30:29,"he notado que desde la semana pasada: pantalla externa no detectada y errores gráficos.. atentamente, XY asprilla de code builders.",Mantenimiento Correctivo
10175,"Estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?",2022-10-12 16:30:14,"recientemente he tenido un inconveniente: estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. y para colmo, ya no doy más con este equipo, necesito ayuda urgente.. atentamente, XY de future systems.",Mantenimiento Correctivo
